STOP	</s>
28	comptroller
28	convention
28	counterpart
28	court
28	cross
28	crowd
28	currency
28	defects
28	delegation
28	delicious
28	department
28	diplomat
28	diplomats
28	district
28	doctor
28	dominance
28	duke
28	economics
28	economy
28	embassy
28	environmentalism
28	family
28	farm
28	fault
28	film
28	flag
28	flags
28	floor
28	franchisee
28	freeway
28	gallery
28	globe
28	government
28	graduate
28	grid
28	guard
28	guideline
28	herald
28	hospital
28	hotel-casino
28	house
28	hub
28	industry
28	ink
28	investor
28	judiciary
28	jury
28	kgb
28	kitchen
28	knight
28	lady
28	landscape
28	law
28	league
28	legislature
28	magazine
28	masters
28	memories
28	metall
28	mint
28	mmi
28	monopolies
28	movie
28	museum
28	musicians
28	neighborhood
28	notebook
28	party
28	peasants
28	peoples
28	photo
28	physician
28	pill
28	pills
28	playwright
28	police
28	probability
28	rafale
28	rain
28	rally
28	reader
28	regime
28	reinforcement
28	roots
28	rouge
28	scorpio
28	secretaries
28	seed
28	shipyard
28	sovereignty
28	spacecraft
28	spy
28	stadium
28	star
28	statistical
28	suburb
28	supervision
28	tabloid
28	takeover-stock
28	tape
28	territory
28	theater
28	theaters
28	tide
28	title
28	town
28	trial
28	union
28	university
28	waters
28	worker
28	worm
29	accessories
29	accountants
29	addresses
29	adjusters
29	adults
29	advertisers
29	advisers
29	advocates
29	aides
29	americans
29	analysts
29	anti-abortionists
29	aoun
29	appliances
29	arbitragers
29	architects
29	argentina
29	arrow
29	attorneys
29	auditors
29	authorities
29	bankers
29	batibot
29	bikers
29	blacks
29	borrowers
29	briefs
29	broadcasters
29	brokers
29	bugs
29	builders
29	bulls
29	buses
29	businessmen
29	californians
29	catastrophes
29	children
29	citizens
29	claimants
29	clubs
29	commuters
29	conception
29	conferees
29	congressmen
29	conservatives
29	consultants
29	consumers
29	courts
29	critics
29	dealers
29	defenders
29	delegates
29	democrats
29	designers
29	developers
29	doctors
29	domestically
29	drunk
29	earthquakes
29	economists
29	editors
29	educators
29	employers
29	enforcers
29	enthusiasts
29	entrepreneurs
29	eurocom
29	europeans
29	exceptions
29	executives
29	experts
29	exporters
29	farmers
29	financiers
29	flaws
29	folks
29	foreigners
29	franchisees
29	franchisers
29	governors
29	grains
29	growers
29	honesty
29	humans
29	indians
29	individuals
29	insiders
29	instruction
29	insurers
29	intellectuals
29	investigators
29	investors
29	journalists
29	judges
29	junk-holders
29	lawmakers
29	lawyers
29	lbos
29	legislators
29	legislatures
29	liberals
29	locally
29	managers
29	manufacturers
29	market-makers
29	marketers
29	meals
29	men
29	merchants
29	montedison
29	nam
29	negotiators
29	nora
29	observers
29	odds
29	officials
29	olympics
29	opponents
29	others
29	pan
29	parents
29	participants
29	patients
29	pencils
29	people
29	pepsi
29	persons
29	physicians
29	plaintiffs
29	politicians
29	pons
29	presidents
29	professionals
29	professors
29	pros
29	prosecutors
29	publishers
29	rage
29	readers
29	recorders
29	reebok
29	refiners
29	republicans
29	republics
29	researchers
29	resorts
29	respondents
29	retailers
29	ringers
29	salesmen
29	salespeople
29	scholars
29	scientists
29	senators
29	shippers
29	sides
29	skeptics
29	solidarity
29	sources
29	specialists
29	speculators
29	sponsors
29	steelmakers
29	strategists
29	students
29	suites
29	supermarkets
29	suppliers
29	supporters
29	taxpayers
29	technicians
29	texans
29	thieves
29	traders
29	underwriters
29	unilever
29	unions
29	universities
29	utilities
29	vendors
29	watchers
29	whites
29	witnesses
29	women
30	abramson
30	achenbaum
30	agnos
30	andersson
30	antar
30	aquino
30	arafat
30	arias
30	azoff
30	barre
30	bartlett
30	baum
30	bebear
30	belli
30	bergsma
30	blumenfeld
30	bogart
30	bork
30	boyd
30	brady
30	brawer
30	breeden
30	briggs
30	buffett
30	bush
30	carson
30	carter
30	cathcart
30	cela
30	chan
30	cheney
30	chestman
30	coleman
30	collins
30	commerciale
30	corr
30	corry
30	courter
30	craven
30	curry
30	dapuzzo
30	deaver
30	deng
30	dinkins
30	dorfman
30	drabinsky
30	durkin
30	eddington
30	edelman
30	eidsmo
30	engelken
30	espectador
30	fernandez
30	finkelstein
30	fleischmann
30	florio
30	fournier
30	freeman
30	gandhi
30	garratt
30	gatward
30	gaubert
30	gelbart
30	giuliani
30	gonzalez
30	gorbachev
30	greenspan
30	guber
30	guzman
30	hahn
30	hammack
30	hammond
30	hancock
30	hastings
30	heller
30	hoelzer
30	hollander
30	holmes
30	honecker
30	hooker
30	hubbard
30	hunt
30	icahn
30	industrials
30	isler
30	jones
30	kageyama
30	kasparov
30	keating
30	keenan
30	kemp
30	koch
30	kohl
30	korotich
30	krenz
30	kume
30	laband
30	laff
30	lang
30	lavelle
30	lawson
30	lesk
30	lesko
30	leval
30	levy
30	lorenzo
30	lorin
30	lortie
30	mack
30	mahfouz
30	marcos
30	masson
30	mcalpine
30	mcdonough
30	mcduffie
30	mcgovern
30	mengistu
30	midler
30	mitterrand
30	moon
30	morishita
30	mulford
30	nadeau
30	nixon
30	noriega
30	novello
30	o'brien
30	o'kicki
30	oakes
30	ortega
30	ortiz
30	packwood
30	paso
30	patel
30	pearce
30	peladeau
30	perlman
30	peters
30	peterson
30	pfeiffer
30	phelan
30	pilson
30	pope
30	quayle
30	reagan
30	redford
30	reich
30	reitman
30	reupke
30	rey
30	ridley
30	rifenburgh
30	roberti
30	roderick
30	roh
30	roman
30	rosenthal
30	rubens
30	sagan
30	salinger
30	schwarz
30	scowcroft
30	semel
30	shere
30	sherwin
30	shevardnadze
30	simmons
30	sinyard
30	sisulu
30	skase
30	skinner
30	sohmer
30	sorrell
30	steinberg
30	steinhardt
30	stoll
30	stoltzman
30	straszheim
30	sugarman
30	sutton
30	teagan
30	templeton
30	tharp
30	thatcher
30	thi
30	thomson
30	thornburgh
30	tisch
30	torrijos
30	toseland
30	trudeau
30	trump
30	utsumi
30	vila
30	vogelstein
30	volokh
30	ward
30	wathen
30	weekes
30	welch
30	whittington
30	wilder
30	windsor
30	wolf
30	yeargin
31	abrupt
31	absurd
31	abundant
31	accelerating
31	active
31	actors
31	adequate
31	aggressive
31	alleged
31	ambitious
31	ample
31	apparent
31	appropriate
31	arrogant
31	attractive
31	awful
31	bad
31	bearish
31	beautiful
31	beneficial
31	benign
31	bigger
31	bitter
31	blanket
31	bleak
31	blind
31	bloody
31	bone
31	booming
31	breeding
31	brief
31	brisk
31	busy
31	careful
31	casual
31	certain
31	chaotic
31	cheap
31	cheaper
31	classified
31	cleaner
31	coated
31	comparable
31	compelling
31	competing
31	competitive
31	complex
31	complicated
31	conditional
31	confused
31	considerable
31	continuing
31	controversial
31	convincing
31	corrupt
31	cost-sharing
31	costly
31	credible
31	critical
31	crucial
31	crumbling
31	damaging
31	dangerous
31	dark
31	deadly
31	decisive
31	deep
31	deeper
31	deferred
31	detailed
31	different
31	difficulty
31	diluted
31	dismal
31	disproportionate
31	distinctive
31	disturbing
31	dizzying
31	downward
31	dramatic
31	drastic
31	drinking
31	dual
31	dubious
31	efficient
31	embarrassing
31	emerging
31	energetic
31	enormous
31	entertaining
31	entrenched
31	entrepreneurial
31	essential
31	ethical
31	excessive
31	expensive
31	explicit
31	extensive
31	extreme
31	fair
31	false
31	fashionable
31	fat
31	favorable
31	feeding
31	fierce
31	fishing
31	flowing
31	four-day
31	fragile
31	free
31	fresh
31	frustrating
31	full
31	funny
31	further
31	generous
31	genuine
31	geographic
31	glamorous
31	good
31	grave
31	grim
31	growing
31	handy
31	hard
31	harmful
31	harsh
31	hazardous
31	healthy
31	heavy
31	heightened
31	helpful
31	high
31	high-school
31	hiring
31	horrible
31	hung
31	ideal
31	illegal
31	imminent
31	immune
31	implicit
31	important
31	impressive
31	improved
31	inaccurate
31	inadequate
31	incomplete
31	incorrect
31	incredible
31	inefficient
31	inevitable
31	innocent
31	innovative
31	insufficient
31	intense
31	interesting
31	ironic
31	lackluster
31	larger
31	lean
31	liberal
31	lighter
31	limited
31	liquid
31	little
31	logical
31	long
31	longer
31	low
31	lucrative
31	magic
31	meaningful
31	midday
31	minimal
31	minor
31	misleading
31	moderate
31	modest
31	moral
31	narrow
31	nasty
31	near-term
31	neat
31	negative
31	negligible
31	nice
31	normal
31	obvious
31	odd
31	offsetting
31	on-site
31	outright
31	overnight
31	overwhelming
31	packaged
31	painful
31	pale
31	parallel
31	peaceful
31	perfect
31	pessimistic
31	plain
31	popular
31	positive
31	possible
31	powerful
31	practical
31	precise
31	predictable
31	prepaid
31	probable
31	productive
31	proper
31	proud
31	proven
31	provisional
31	publicized
31	questionable
31	quick
31	quiet
31	radical
31	rational
31	realistic
31	reasonable
31	refined
31	remarkable
31	renewed
31	respected
31	restricted
31	restrictive
31	richer
31	risky
31	robust
31	rough
31	routine
31	sad
31	safe
31	salmonella
31	satisfactory
31	scarce
31	scary
31	selective
31	sensitive
31	serious
31	severe
31	shaky
31	shrinking
31	significant
31	silly
31	similar
31	simple
31	slight
31	sluggish
31	smaller
31	smart
31	soft
31	solid
31	sophisticated
31	specified
31	spectacular
31	stable
31	statewide
31	steady
31	stiff
31	stolen
31	straight
31	strange
31	strong
31	stronger
31	stupid
31	subsidized
31	substantial
31	successful
31	suitable
31	superior
31	surprise
31	sweeping
31	sweet
31	swift
31	sworn
31	tainted
31	tall
31	theatrical
31	thin
31	tight
31	tighter
31	tightly
31	timely
31	tough
31	tougher
31	tricky
31	troublesome
31	troubling
31	unconstitutional
31	undeveloped
31	unfair
31	uninsured
31	unique
31	unlawful
31	unnecessary
31	unpopular
31	unprecedented
31	unpublished
31	unsettled
31	unsuccessful
31	unusual
31	unwelcome
31	upbeat
31	usual
31	valid
31	valuable
31	vested
31	viable
31	violent
31	visible
31	volatile
31	volunteer
31	weaker
31	well-known
31	wide
31	widespread
31	worrisome
31	wrong
32	acceptances
32	advanced
32	aged
32	averaged
32	averaging
32	capped
32	climbed
32	dipped
32	dropped
32	due
32	earned
32	eased
32	edged
32	employs
32	ended
32	ending
32	fell
32	fined
32	finished
32	firmed
32	gained
32	grew
32	increased
32	jumped
32	leaped
32	libor
32	payable
32	plummeted
32	plunged
32	rallied
32	retreated
32	rose
32	sagged
32	sank
32	shed
32	skidded
32	slid
32	slipped
32	slumped
32	soared
32	surged
32	swung
32	totaled
32	totaling
32	tumbled
32	us$
32	widened
32	yielding
33	a.c.
33	albany
33	anacomp
33	armonk
33	atlantic
33	avondale
33	b.a.t
33	banco
33	bausch
33	bear
33	beatrice
33	birmingham
33	boston
33	bozell
33	brown-forman
33	burlington
33	businessland
33	butcher
33	cambridge
33	chandler
33	charlotte
33	cigna
33	cnw
33	coca-cola
33	colgate-palmolive
33	coopers
33	cupertino
33	daikin
33	datapoint
33	dearborn
33	deloitte
33	dictaphone
33	drexel
33	du
33	duff
33	dun
33	dunkin
33	ernst
33	fairfield
33	fannie
33	fluor
33	fraser
33	freddie
33	fresenius
33	ginnie
33	goldman
33	greenville
33	greenwich
33	grumman
33	guaranty
33	h.f.
33	haas
33	hambrecht
33	hartford
33	hertz
33	honda
33	hudson
33	hyundai
33	imo
33	interstate
33	irvine
33	kidder
33	kuala
33	lion
33	lockheed
33	lsi
33	macmillan
33	marsh
33	mazda
33	mcgraw-hill
33	mead
33	meridian
33	metromedia
33	mitsui
33	monsanto
33	morristown
33	ncnb
33	ncr
33	negotiable
33	nekoosa
33	nestle
33	newark
33	norfolk
33	noxell
33	nynex
33	oat
33	ogilvy
33	olympia
33	omaha
33	oppenheimer
33	painewebber
33	palo
33	pepsico
33	phoenix
33	pitney
33	princeton
33	procter
33	qintex
33	richmond
33	rjr
33	rochester
33	rupert
33	saab-scania
33	saatchi
33	sea
33	shea
33	siemens
33	southmark
33	squibb
33	stamford
33	standard
33	sun
33	sunnyvale
33	tampa
33	telerate
33	tenneco
33	toshiba
33	toyota
33	transcanada
33	waertsilae
33	wayne
33	weirton
33	wertheim
33	weyerhaeuser
33	wilmington
34	england
34	hampshire
34	jersey
34	kong
34	messiah
34	orleans
34	rica
34	rican
34	rico
34	york
34	york-based
34	yorker
34	zealand
35	acknowledged
35	acknowledges
35	adds
35	admits
35	advises
35	agrees
35	alleges
35	anyway
35	argued
35	argues
35	asserted
35	asserts
35	believes
35	blames
35	cautioned
35	complains
35	conceded
35	concedes
35	concludes
35	contended
35	contends
35	declares
35	della
35	denies
35	denounced
35	explained
35	explains
35	insists
35	ipo
35	looms
35	maintains
35	noted
35	observed
35	observes
35	predicts
35	rake
35	recalls
35	reiterated
35	reminded
35	replied
35	replies
35	s.p
35	said
35	says
35	succeeds
35	thinks
35	touted
35	warns
35	widens
36	abuse
36	acquirer
36	acquisitions
36	action
36	activity
36	adjustment
36	advances
36	advantages
36	airports
36	aliens
36	anger
36	announcements
36	approval
36	architecture
36	arguments
36	arrangements
36	assault
36	assets
36	assistance
36	attacks
36	authorization
36	balls
36	barriers
36	bases
36	bed
36	behavior
36	benefit-seeking
36	benefits
36	bias
36	bidders
36	binge
36	bodies
36	burdens
36	bureaus
36	capacity
36	cards
36	casinos
36	changes
36	checks
36	choice
36	clearance
36	climate
36	clout
36	collaboration
36	comfort
36	comparisons
36	competition
36	concessions
36	conclusions
36	confidence
36	consideration
36	consolidation
36	contact
36	contacts
36	contributions
36	conversations
36	cooperation
36	coordination
36	correction
36	coups
36	course
36	coverage
36	cracks
36	credibility
36	credits
36	criticism
36	crunch
36	crystals
36	cutbacks
36	cuts
36	cycles
36	damage
36	damages
36	dates
36	dealings
36	debate
36	debris
36	declines
36	deflator
36	delays
36	demand
36	deposits
36	deregulation
36	deterioration
36	dialogue
36	differences
36	dinner
36	disappointments
36	disarray
36	discipline
36	discounting
36	discrepancies
36	discrimination
36	discussion
36	disputes
36	disruption
36	domination
36	donations
36	downgrade
36	drama
36	dreams
36	drinks
36	effect
36	efficiency
36	elections
36	emphasis
36	endorsement
36	enthusiasm
36	errors
36	establishment
36	euphoria
36	expansion
36	experience
36	expertise
36	factories
36	failures
36	faith
36	fallout
36	fanfare
36	flavor
36	fleets
36	flexibility
36	flows
36	freedom
36	fuels
36	gains
36	gifts
36	gin
36	goals
36	grades
36	grants
36	greens
36	gridlock
36	grounds
36	growth
36	gyrations
36	hand
36	harmony
36	hazard
36	heat
36	highs
36	history
36	homeowners
36	illustrated
36	images
36	implications
36	improvement
36	improvements
36	incentives
36	increases
36	infection
36	injuries
36	inquiries
36	inspection
36	insulin
36	integration
36	interests
36	intervention
36	investments
36	involvement
36	layoffs
36	legislation
36	levels
36	leverage
36	line
36	lineup
36	liquidity
36	literature
36	loans
36	losses
36	lows
36	loyalty
36	luck
36	massages
36	mechanism
36	medication
36	medicine
36	membership
36	minimills
36	modifications
36	moments
36	momentum
36	movement
36	movements
36	municipalities
36	necessity
36	obstacles
36	openness
36	opportunities
36	outlook
36	overdue
36	overruns
36	oversight
36	overtime
36	pace
36	pain
36	parliament
36	participation
36	payment
36	performance
36	performances
36	periods
36	pie
36	pitches
36	plot
36	positions
36	posture
36	preferences
36	pregnancy
36	pressure
36	prevention
36	pricings
36	proceeding
36	profitability
36	progress
36	projections
36	protection
36	publicity
36	punishment
36	raiders
36	rallies
36	ranges
36	recovery
36	reductions
36	reform
36	refugees
36	refunds
36	relief
36	remarks
36	representatives
36	requests
36	requirement
36	requirements
36	reserves
36	resistance
36	resolutions
36	responsibilities
36	restraint
36	restructurings
36	revision
36	revisions
36	rewards
36	rights
36	role
36	roles
36	room
36	rubble
36	salaries
36	satisfaction
36	scandals
36	scrutiny
36	seizures
36	sentence
36	sentiment
36	setbacks
36	sheet
36	shifts
36	shocks
36	shortages
36	similarity
36	sites
36	situations
36	skepticism
36	softness
36	sometime
36	speeds
36	spending
36	spirit
36	spree
36	stability
36	staffs
36	stance
36	standpoint
36	streak
36	strength
36	strips
36	success
36	successes
36	suitors
36	superconductors
36	surprises
36	swings
36	targets
36	taxation
36	taxes
36	tension
36	terrorism
36	tickets
36	towns
36	trains
36	tramp
36	treatment
36	trends
36	trespass
36	tritium
36	trouble
36	turbulence
36	turmoil
36	uncertainty
36	unrest
36	urgency
36	variations
36	violations
36	volatility
36	waves
36	weakness
36	weaknesses
36	weapon
36	workout
36	write-downs
36	write-offs
36	wrongdoing
36	yard
37	africa
37	african
37	ana
37	andreas
37	angeles
37	angeles-based
37	antonio
37	benson
37	berlin
37	bloc
37	bronx
37	brothers
37	carolina
37	clara
37	coast
37	cruz
37	diego
37	estate
37	fargo
37	fe
37	fernando
37	francisco
37	gardens
37	german
37	germans
37	germany
37	grenfell
37	gulf
37	hugo
37	jose
37	kan.
37	korea
37	korean
37	koreans
37	lehman
37	lufkin
37	lynch
37	macy
37	mateo
37	mixte
37	palm
37	peck
37	rich
37	stanley
37	u.s.a
37	vegas
37	wrap
38	anytime
38	as
38	containing
38	indicating
38	staged
39	accelerated
39	accurate
39	adjusted
39	advertised
39	affected
39	alarmed
39	alive
39	altered
39	angry
39	anticipated
39	anywhere
39	arrested
39	assured
39	bankrupt
39	bizarre
39	born
39	borrowed
39	broadly
39	bullish
39	buried
39	canceled
39	cautious
39	chartered
39	clear
39	climbing
39	clobbered
39	collapsed
39	combined
39	comfortable
39	competent
39	complaining
39	compounded
39	concerned
39	confident
39	confusing
39	contemplated
39	contingent
39	convenient
39	convicted
39	convinced
39	corrected
39	counting
39	crowded
39	crushed
39	damaged
39	dashed
39	dated
39	dead
39	deductible
39	defaulted
39	delayed
39	depressed
39	desirable
39	destroyed
39	diminished
39	disabled
39	disappointed
39	disappointing
39	disciplined
39	discounted
39	distorted
39	doubt
39	educated
39	effective
39	efficiently
39	embarrassed
39	engaging
39	enthusiastic
39	estimated
39	evenly
39	ex-dividend
39	excellent
39	excited
39	exciting
39	excluded
39	exempt
39	exhausted
39	extended
39	falling
39	fatal
39	firmer
39	fixed
39	flat
39	flawed
39	frightened
39	frozen
39	frustrated
39	funded
39	guaranteed
39	halted
39	happening
39	heavily
39	hidden
39	higher
39	hopeful
39	idle
39	implemented
39	implied
39	inappropriate
39	infected
39	inflated
39	inherent
39	injured
39	insisting
39	insolvent
39	installed
39	insured
39	interested
39	investing
39	irrelevant
39	irresponsible
39	jittery
39	jumping
39	keen
39	labeled
39	lagging
39	leery
39	living
39	lower
39	loyal
39	lucky
39	malignant
39	materialized
39	merged
39	missing
39	mixed
39	modified
39	murdered
39	neglected
39	nervous
39	neutral
39	ok
39	omitted
39	operational
39	optimistic
39	ousted
39	oversubscribed
39	painted
39	participating
39	passion
39	pervasive
39	pitched
39	pouring
39	practiced
39	predictably
39	pregnant
39	pressing
39	prevailing
39	printed
39	privatized
39	profitable
39	qualified
39	reading
39	rebounding
39	reduced
39	registered
39	regrets
39	regulated
39	relieved
39	reoffered
39	repaid
39	reserved
39	respectable
39	restated
39	restructured
39	retiring
39	revived
39	rewarding
39	rising
39	rooted
39	shocked
39	short-lived
39	shorter
39	shouting
39	sick
39	silent
39	skeptical
39	slipping
39	sloppy
39	slower
39	slowing
39	smoke
39	soaring
39	sour
39	sporadic
39	staggering
39	stated
39	subdued
39	suffering
39	surprised
39	surprising
39	sweetened
39	taped
39	tenfold
39	thinking
39	thriving
39	true
39	tumbling
39	uncertain
39	unchanged
39	unclear
39	uncommon
39	undervalued
39	uneasy
39	unfortunate
39	unix
39	unstable
39	unwarranted
39	upgraded
39	upset
39	upward
39	useful
39	vacant
39	vague
39	wary
39	weak
39	weakened
39	weakening
39	weighted
39	wondering
39	working
39	worried
39	worries
39	worrying
39	worse
39	worth
39	written
40	adding
40	almost
40	altogether
40	cautiously
40	crazy
40	directly
40	discarded
40	doubtful
40	either
40	entirely
40	especially
40	even
40	exactly
40	finishing
40	fundamentally
40	gradually
40	greatly
40	having
40	hopefully
40	how
40	just
40	knowing
40	largely
40	lasted
40	leaping
40	like
40	likewise
40	loud
40	mainly
40	mostly
40	nationally
40	necessarily
40	not
40	nothing
40	nowhere
40	occasionally
40	oddly
40	only
40	otherwise
40	particularly
40	partly
40	perhaps
40	poorly
40	possibly
40	precisely
40	quite
40	shaking
40	shortly
40	simultaneously
40	so
40	something
40	specifically
40	sure
40	swiftly
40	technically
40	then
40	totals
40	twice
40	virtually
40	yet
41	\*
41	additionally
41	adm.
41	alongside
41	alternatively
41	although
41	besides
41	but
41	caltrans
41	consequently
41	e
41	f
41	figuring
41	fortunately
41	frankly
41	furthermore
41	however
41	indeed
41	ironically
41	maybe
41	meanwhile
41	moreover
41	nevertheless
41	oh
41	separately
41	similarly
41	tenders
41	thus
41	unfortunately
41	x
42	've
42	belong
42	expect
42	hate
42	have
42	hesitate
42	prefer
42	react
42	refer
42	refuse
42	seem
42	vary
42	want
43	ai
43	anticipates
43	became
43	becomes
43	gets
43	had
43	has
43	invests
43	is
43	mcnamee
43	permits
43	pleaded
43	proves
43	remained
43	remains
43	sounds
43	was
44	12-month
44	13th
44	14-year-old
44	20th
44	anti-takeover
44	best
44	best-known
44	biggest
44	burgess
44	busiest
44	centennial
44	cheapest
44	corresponding
44	current
44	earliest
44	eighth
44	entire
44	exact
44	fastest-growing
44	favorite
44	fifth
44	first
44	flagship
44	fledgling
44	founding
44	fourth
44	greatest
44	hart-scott-rodino
44	heaviest
44	highest
44	hottest
44	house-passed
44	largest
44	latest
44	longest
44	lowest
44	main
44	mainstay
44	newest
44	ninth
44	oldest
44	original
44	outer
44	own
44	past
44	percent
44	poorest
44	postwar
44	preceding
44	previous
44	ranking
44	remaining
44	respective
44	richter
44	same
44	second
44	second-largest
44	seventh
44	signature
44	sixth
44	smallest
44	strongest
44	third
44	third-largest
44	top
44	tumultuous
44	ultimate
44	upper
44	weakest
44	worsening
44	worst
44	year-ago
44	year-earlier
45	be
45	plead
46	abruptly
46	accurately
46	actively
46	actually
46	allegedly
46	already
46	also
46	always
46	apparently
46	automatically
46	badly
46	barely
46	basically
46	briefly
46	carefully
46	censorship
46	certainly
46	clearly
46	commonly
46	completely
46	consistently
46	constantly
46	continually
46	currently
46	definitely
46	deliberately
46	desperately
46	easily
46	effectively
46	essentially
46	eventually
46	ever
46	finally
46	firmly
46	formally
46	frequently
46	generally
46	hardly
46	helped
46	historically
46	immediately
46	improperly
46	incorrectly
46	inevitably
46	initially
46	invariably
46	jointly
46	lately
46	legally
46	merely
46	mistakenly
46	naturally
46	neatly
46	never
46	nonetheless
46	nor
46	normally
46	now
46	obviously
46	officially
46	often
46	once
46	openly
46	ordinarily
46	originally
46	painfully
46	personally
46	please
46	previously
46	probably
46	promptly
46	properly
46	publicly
46	rarely
46	rated
46	readily
46	really
46	recently
46	repeatedly
46	reportedly
46	routinely
46	seldom
46	seriously
46	simply
46	somehow
46	sometimes
46	still
46	strongly
46	subsequently
46	successfully
46	suddenly
46	supposedly
46	surely
46	temporarily
46	tentatively
46	thereby
46	therefore
46	traditionally
46	typically
46	u
46	ultimately
46	unanimously
46	undoubtedly
46	usually
46	vigorously
46	voluntarily
47	afghanistan
47	aichi
47	alabama
47	alaska
47	alberta
47	america
47	amsterdam
47	animal
47	arizona
47	arkansas
47	asia
47	athletics
47	atlanta
47	austin
47	autos
47	banxquote
47	bart
47	beef
47	beijing
47	belgium
47	berkeley
47	bonn
47	brazil
47	britain
47	brooklyn
47	brussels
47	cairo
47	calgary
47	california
47	cambodia
47	canada
47	canton
47	charleston
47	chase
47	chicago
47	china
47	christies
47	cincinnati
47	circus
47	cleveland
47	cocaine
47	colombia
47	colorado
47	columbus
47	concord
47	connecticut
47	cubs
47	czechoslovakia
47	d.c.
47	daiwa
47	dallas
47	delaware
47	denver
47	detroit
47	dissent
47	downtown
47	eastern
47	edisto
47	emigration
47	endangered
47	english
47	escrow
47	ethiopia
47	europe
47	explosions
47	fame
47	fiat
47	finland
47	florida
47	france
47	frankfurt
47	goodwill
47	greece
47	halloween
47	hawaii
47	hees
47	hiroshima
47	hollywood
47	honduras
47	hospitals
47	houston
47	hungary
47	idaho
47	illinois
47	india
47	indiana
47	indianapolis
47	indonesia
47	intermediate
47	iowa
47	italy
47	jail
47	jal
47	japan
47	jeopardy
47	kentucky
47	kuwait
47	latin
47	lebanon
47	leipzig
47	liberty
47	libya
47	lighting
47	livestock
47	london
47	louisiana
47	louisville
47	lufthansa
47	madrid
47	maine
47	malaysia
47	manhattan
47	manila
47	manitoba
47	marathon
47	massachusetts
47	memphis
47	merabank
47	mexico
47	miami
47	michigan
47	milan
47	milwaukee
47	minneapolis
47	minnesota
47	montreal
47	moscow
47	nearby
47	nebraska
47	negotiation
47	nevada
47	nicaragua
47	norway
47	oakland
47	ohio
47	oklahoma
47	ontario
47	oregon
47	osaka
47	pakistan
47	panama
47	paris
47	pasadena
47	peninsula
47	pennsylvania
47	peru
47	philadelphia
47	photography
47	picop
47	pinnacle
47	pittsburgh
47	poland
47	poor
47	portugal
47	pravda
47	prison
47	pro
47	protocol
47	quebec
47	recruit
47	rome
47	sacramento
47	salt
47	seattle
47	semiconductors
47	seoul
47	shakespeare
47	shanghai
47	sheep
47	shell
47	sheraton
47	showtime
47	singapore
47	small-town
47	southeast
47	southern
47	spain
47	stockbrokers
47	stockholm
47	suburban
47	sverdlovsk
47	sweden
47	switzerland
47	sydney
47	taipei
47	taiwan
47	texas
47	thailand
47	tiger
47	tokyo
47	toledo
47	toronto
47	tragedy
47	transatlantic
47	turkey
47	unicorp
47	utah
47	vancouver
47	vermont
47	vienna
47	vietnam
47	virginia
47	warsaw
47	washington
47	wellington
47	wheat
47	wisconsin
47	wyoming
47	younkers
47	zurich
48	teddy
48	that
48	what
48	whether
48	whichever
48	why
49	cans
49	carry-forward
49	centuries
49	days
49	decades
49	hours
49	inches
49	minutes
49	months
49	nights
49	pennies
49	quarters
49	recessions
49	remics
49	scripts
49	seasons
49	seconds
49	sessions
49	street
49	times
49	weeks
49	years
50	abuses
50	accords
50	activists
50	activities
50	advocate
50	affairs
50	affiliates
50	agencies
50	agents
50	aid
50	aircraft
50	airplanes
50	amendments
50	appearances
50	applications
50	approaches
50	approvals
50	areas
50	arteries
50	associations
50	atoms
50	backers
50	backgrounds
50	bags
50	banks
50	bars
50	bells
50	bills
50	birds
50	borrowings
50	bosses
50	bottles
50	boxes
50	brands
50	businesses
50	buyers
50	cameras
50	camps
50	cancers
50	carriers
50	centers
50	chains
50	chefs
50	chips
50	cigarettes
50	circles
50	cities
50	closings
50	clothes
50	codes
50	commentary
50	commercials
50	commitments
50	committees
50	communities
50	companies
50	competitiveness
50	competitors
50	components
50	computers
50	conditions
50	conferences
50	considerations
50	contractors
50	contracts
50	coordinator
50	counsel
50	counterparts
50	counties
50	countries
50	credentials
50	creditors
50	crews
50	crimes
50	crises
50	criteria
50	crops
50	culture
50	currencies
50	debacle
50	debates
50	defendants
50	demonstrators
50	developments
50	devices
50	diabetics
50	dioxide
50	disasters
50	disks
50	disobedience
50	disorders
50	divisions
50	drivers
50	editions
50	elevators
50	engineer
50	engineers
50	entities
50	environmentalists
50	environments
50	experiments
50	exposures
50	facilities
50	factors
50	faculty
50	fasteners
50	features
50	fibers
50	fields
50	filters
50	firms
50	fluctuations
50	freedoms
50	fronts
50	funds
50	furriers
50	furs
50	games
50	gangs
50	gerrymandering
50	giants
50	goods
50	governments
50	groups
50	guerrillas
50	hotels
50	households
50	houses
50	hurdles
50	illness
50	indicators
50	inspectors
50	institutions
50	instruments
50	islands
50	issuance
50	issues
50	items
50	jets
50	know-how
50	labs
50	laws
50	leaders
50	leaks
50	lenders
50	lenses
50	listings
50	makers
50	males
50	markets
50	materials
50	measurements
50	mines
50	ministries
50	misconduct
50	nations
50	networks
50	newspapers
50	novels
50	objectives
50	offenders
50	offerings
50	officers
50	offices
50	operations
50	operators
50	organizations
50	outlets
50	papers
50	parks
50	partners
50	parts
50	patents
50	phones
50	pipes
50	planners
50	plants
50	players
50	politics
50	portfolios
50	practices
50	practitioners
50	prisons
50	proceedings
50	processors
50	producers
50	products
50	projects
